,Title,Published_at,Date,Time,views,Likes,Comment,Month,Youtuber_Name
815,Designing Data Science Projects Architecture- AI Car Solution-Important For Interviews🔥🔥🔥🔥,2020-11-17T10:33:20Z,11/17/2020,10:33:20Z,7526,270,31,Nov,KrishNaik
816,Tutorial 1-Building My Wedding Invitation Website Using Hostinger,2020-11-16T15:30:12Z,11/16/2020,15:30:12Z,9689,236,44,Nov,KrishNaik
817,Google AI Announces Objectron Dataset- Why it is important for Object Detection?,2020-11-16T11:40:20Z,11/16/2020,11:40:20Z,7194,271,14,Nov,KrishNaik
818,How To Run Flask In Google Colab,2020-11-15T13:39:54Z,11/15/2020,13:39:54Z,23724,584,55,Nov,KrishNaik
819,Ineuron's Detailed Course Content Discussion Of ML And DL- Affordable AI Education,2020-11-15T08:42:56Z,11/15/2020,08:42:56Z,18860,602,154,Nov,KrishNaik
820,Live Q&A Happy Diwali Ask Anything Related Data Science,2020-11-13T16:12:17Z,11/13/2020,16:12:17Z,6291,261,32,Nov,KrishNaik
821,Deciding Career Paths For College Students And Freshers- Sharing My Experience,2020-11-13T11:48:55Z,11/13/2020,11:48:55Z,3131,180,11,Nov,KrishNaik
822,Do College Students And Freshers Requires Data Structures & Algorithms And Competitive Prog For DS?,2020-11-09T12:05:15Z,11/9/2020,12:05:15Z,14548,651,87,Nov,KrishNaik
823,Late Night Talks-Live Q&A-Ask Anything Related Data Science,2020-11-08T17:15:23Z,11/8/2020,17:15:23Z,8855,431,28,Nov,KrishNaik
824,Saturday Live Q&A Ask Anything Related Data Science,2020-11-07T15:45:05Z,11/7/2020,15:45:05Z,5773,365,27,Nov,KrishNaik
825,Important Interview Questions On Convolution Neural Network- Deep Learning,2020-11-07T12:58:11Z,11/7/2020,12:58:11Z,23770,540,44,Nov,KrishNaik
826,Important Steps I Have Followed To Improve My Data Science Skills- Sharing My Experience,2020-11-06T13:42:56Z,11/6/2020,13:42:56Z,11467,675,48,Nov,KrishNaik
827,"Why There Are So Many Start Ups In AI, ML And DL? Important For Everyone",2020-11-05T13:00:05Z,11/5/2020,13:00:05Z,13864,636,52,Nov,KrishNaik
828,Important Tips For College Students And Freshers- Sharing My Experience,2020-11-04T14:17:47Z,11/4/2020,14:17:47Z,8856,570,35,Nov,KrishNaik
829,"Deep Learning-All Optimizers In One Video-SGD with Momentum,Adagrad,Adadelta,RMSprop,Adam Optimizers",2020-11-03T14:30:11Z,11/3/2020,14:30:11Z,90951,2299,157,Nov,KrishNaik
830,"Deep Learning-Activation Functions-Elu, PRelu,Softmax,Swish And Softplus",2020-11-02T13:30:13Z,11/2/2020,13:30:13Z,73845,1522,88,Nov,KrishNaik
831,Difficulties I Faced As A Data Scientist-Sharing My Experience From Start,2020-11-01T13:00:49Z,11/1/2020,13:00:49Z,13380,632,39,Nov,KrishNaik
832,Saturday Live Q&A Ask Anything  Regarding Data Science,2020-10-31T15:56:48Z,10/31/2020,15:56:48Z,4120,201,13,Oct,KrishNaik
833,Tutorial 4- Julia For Data Science-String In Julia Along With Indepth Functions,2020-10-31T13:36:51Z,10/31/2020,13:36:51Z,2476,78,11,Oct,KrishNaik
834,Types Of Data Scientist In Analytics Industry,2020-10-30T12:55:01Z,10/30/2020,12:55:01Z,4783,219,27,Oct,KrishNaik
835,Updated Best YouTube Channels To Learn Data Science For Free,2020-10-28T14:16:29Z,10/28/2020,14:16:29Z,22921,1273,95,Oct,KrishNaik
836,Tutorial 2- Implementing Basic Reinforcement Learning Using Python- Data Science,2020-10-27T12:41:16Z,10/27/2020,12:41:16Z,21284,486,43,Oct,KrishNaik
837,My Entrepreneur Journey- From Software Engineer To Data Scientist To Entrepreneur- Future Plans,2020-10-26T14:30:09Z,10/26/2020,14:30:09Z,15788,923,138,Oct,KrishNaik
838,"Tutorial 3- Julia Basics-Strings And Numerical Operations, Commenting",2020-10-25T12:45:12Z,10/25/2020,12:45:12Z,5267,180,32,Oct,KrishNaik
839,Tutorial 2- Installing Julia And Running In Jupyter Notebook,2020-10-24T15:30:10Z,10/24/2020,15:30:10Z,12256,352,29,Oct,KrishNaik
840,Tutorial 1- Introduction To Julia Programming  Language For Machine Learning,2020-10-24T12:30:10Z,10/24/2020,12:30:10Z,22494,579,38,Oct,KrishNaik
841,"TensorDash- How To Monitor Your Deep Learning Model Metrics, Loss, Accuracy Using Mobile App",2020-10-23T14:43:01Z,10/23/2020,14:43:01Z,6414,246,28,Oct,KrishNaik
842,"Google Datasets Search Engine- Search All Datasets From One Place For Data Science,Machine Learning",2020-10-22T13:00:15Z,10/22/2020,13:00:15Z,10062,370,29,Oct,KrishNaik
843,"ML Interview Preparation- Important Interview Questions On Xgboost, Adaboost And Gradient Boost",2020-10-21T12:45:11Z,10/21/2020,12:45:11Z,27221,594,22,Oct,KrishNaik
844,Top 5 Programming Languages For Data Science In 2020,2020-10-20T15:03:55Z,10/20/2020,15:03:55Z,23648,361,51,Oct,KrishNaik
845,Xgboost Regression In-Depth Intuition Explained- Machine Learning Algorithms 🔥🔥🔥🔥,2020-10-19T13:30:12Z,10/19/2020,13:30:12Z,56084,1202,74,Oct,KrishNaik
846,Keras Tuner Hyperparameter Tuning-How To Select Hidden Layers And Number of Hidden Neurons In ANN,2020-10-18T13:30:12Z,10/18/2020,13:30:12Z,62198,1412,139,Oct,KrishNaik
847,Interview Prep Day 6-How To Learn Machine Learning Algorithms For Interviews-Random Forest Algo🔥🔥🔥🔥,2020-10-18T04:30:11Z,10/18/2020,04:30:11Z,19519,464,17,Oct,KrishNaik
848,How to Prepare For Deep Learning Interviews- Important Interview Questions in ANN-Part 1🔥🔥🔥🔥,2020-10-17T11:49:20Z,10/17/2020,11:49:20Z,41426,616,45,Oct,KrishNaik
849,Live - Understanding About GPU's- CPU VS GPU- Which GPU We Should Buy?,2020-10-16T16:36:51Z,10/16/2020,16:36:51Z,4115,211,9,Oct,KrishNaik
850,Why Automation Will Not Kill Data Science Jobs?,2020-10-14T14:01:29Z,10/14/2020,14:01:29Z,10503,455,53,Oct,KrishNaik
851,Future Of Python-Will It be Replaced?,2020-10-13T14:22:01Z,10/13/2020,14:22:01Z,18979,858,107,Oct,KrishNaik
852,Xgboost Classification Indepth Maths Intuition- Machine Learning Algorithms🔥🔥🔥🔥,2020-10-12T16:01:17Z,10/12/2020,16:01:17Z,126696,2238,149,Oct,KrishNaik
853,Hottest And Best Domains Where Data Scientist And Data Analyst Are Paid More Salaries 🔥🔥🔥🔥,2020-10-10T14:30:12Z,10/10/2020,14:30:12Z,26665,834,67,Oct,KrishNaik
854,Tutorial 1-What Is Reinforcement Machine Learning? 🔥🔥🔥🔥,2020-10-09T14:00:12Z,10/9/2020,14:00:12Z,35845,807,24,Oct,KrishNaik
855,Live Q&A For Aspiring  Data Scientist-Ask Any Question Regarding Data Science,2020-10-08T15:19:44Z,10/8/2020,15:19:44Z,6515,326,15,Oct,KrishNaik
856,Interview Prep Day 5-How To Learn Machine Learning Algorithms For Interviews- Logistic Regression🔥🔥🔥,2020-10-06T13:30:38Z,10/6/2020,13:30:38Z,20536,397,24,Oct,KrishNaik
857,Complete Roadmap To Follow To  Prepare Machine Learning With All Videos And Materials,2020-10-05T13:30:13Z,10/5/2020,13:30:13Z,262254,4453,165,Oct,KrishNaik
858,Path of Non Technical Person Towards Data Analytics Industry-Data Analyst And Data Scientist,2020-10-04T14:00:10Z,10/4/2020,14:00:10Z,32677,1421,101,Oct,KrishNaik
859,Tutorial 1-Machine Learning Model Retraining Approach-Incremental And Continuous Model Training 🔥🔥🔥🔥,2020-10-03T14:56:19Z,10/3/2020,14:56:19Z,28142,777,63,Oct,KrishNaik
860,Live- Conversation With Amit Bose-Transition From Commerce Background To Data Analyst,2020-10-02T15:03:07Z,10/2/2020,15:03:07Z,12926,630,41,Oct,KrishNaik
861,Tutorial 2- Feature Selection-How To Drop Features Using Pearson Correlation,2020-10-02T07:08:29Z,10/2/2020,07:08:29Z,97663,2313,184,Oct,KrishNaik
862,Complete Road Map To Prepare For Deep Learning🔥🔥🔥🔥,2020-10-01T14:58:36Z,10/1/2020,14:58:36Z,211992,2969,88,Oct,KrishNaik
863,D-Tale The Best Library To Perform Exploratory Data Analysis Using Single Line Of Code🔥🔥🔥🔥,2020-09-30T17:15:18Z,9/30/2020,17:15:18Z,35000,1350,92,Sep,KrishNaik
864,Tutorial 1- Feature Selection-How To Drop Constant Features Using Variance Threshold,2020-09-30T06:36:12Z,9/30/2020,06:36:12Z,81991,1578,78,Sep,KrishNaik
865,Pandas Visual Analysis- Perform Exploratory Data Analysis In A Single Line Of Code🔥🔥🔥🔥,2020-09-29T08:53:47Z,9/29/2020,08:53:47Z,22316,867,103,Sep,KrishNaik
866,Data Science Myths Vs Reality Explained- Sharing My Experience- Must Watch For Everyone🔥🔥🔥🔥,2020-09-27T14:30:13Z,9/27/2020,14:30:13Z,20297,1074,135,Sep,KrishNaik
867,Interview Prep Day 4-How To Learn Machine Learning Algorithms For Interviews- Decision Trees🔥🔥,2020-09-27T05:56:30Z,9/27/2020,05:56:30Z,27576,506,24,Sep,KrishNaik
868,How To Convert A Kaggle Project To A End To End Data Science With Deployment For Freshers 🔥🔥🔥🔥,2020-09-26T14:12:18Z,9/26/2020,14:12:18Z,37755,1541,42,Sep,KrishNaik
869,Complete Road Map To Prepare NLP-Follow This Video-You Will Able to Crack Any DS Interviews🔥🔥,2020-09-25T13:30:11Z,9/25/2020,13:30:11Z,585549,4219,141,Sep,KrishNaik
870,Data Science Live Q&A- Ask Any Queries Related To Data Science Interviews🔥🔥,2020-09-24T14:15:58Z,9/24/2020,14:15:58Z,5321,310,17,Sep,KrishNaik
871,Exploring RapidMiner-Amazing Data Science Platform To Solve Machine Learning And DL Usecases,2020-09-23T14:05:50Z,9/23/2020,14:05:50Z,8749,299,15,Sep,KrishNaik
872,Interview Prep Day3-How To Prepare Support Vector Machines Important Questions In Interviews🔥🔥,2020-09-23T11:01:44Z,9/23/2020,11:01:44Z,23241,555,55,Sep,KrishNaik
873,Interview Prep Day 2- Linear Regression Interview Question-The Most Important Algorithm In ML & DS🔥🔥,2020-09-22T12:30:12Z,9/22/2020,12:30:12Z,70712,1981,76,Sep,KrishNaik
874,Final Year Student To Deep Learning Engineer Internship- Transition Story- Must For Freshers,2020-09-21T15:17:04Z,9/21/2020,15:17:04Z,11158,422,43,Sep,KrishNaik
875,Interview Prep Day 1-How To Learn Machine Learning Algorithms For Interviews- Naive Bayes Classifier,2020-09-21T07:52:26Z,9/21/2020,07:52:26Z,271938,2625,219,Sep,KrishNaik
876,Top 5 Data Science Projects/Ideas For Your Resume For Freshers From My Playlist- Must Watch🔥🔥🔥,2020-09-20T13:00:13Z,9/20/2020,13:00:13Z,97553,3808,132,Sep,KrishNaik
877,Focus On Story Telling-How To Ace Data Science Interviews?,2020-09-19T14:15:13Z,9/19/2020,14:15:13Z,11885,695,35,Sep,KrishNaik
878,Tutorial 7- Database As A Service- Setting Up MongoDB ATLAS In Cloud With Python,2020-09-19T04:45:11Z,9/19/2020,04:45:11Z,7748,198,17,Sep,KrishNaik
879,Complete Road Map To Be Expert In Python- Follow My Way,2020-09-18T14:15:12Z,9/18/2020,14:15:12Z,1482243,16593,437,Sep,KrishNaik
880,Data Science In Medical-Live Tracking Of CO--VID Cases In India using Python,2020-09-18T04:45:14Z,9/18/2020,04:45:14Z,10950,393,37,Sep,KrishNaik
881,How to Learn Statistics for Data Science As A Self Starter- Follow My Way,2020-09-17T14:15:13Z,9/17/2020,14:15:13Z,241570,4640,151,Sep,KrishNaik
882,How To Set Profile And Apply Data Science Jobs In LinkedIn- Must For Freshers,2020-09-16T14:15:10Z,9/16/2020,14:15:10Z,61279,2338,75,Sep,KrishNaik
883,"Tutorial 6- MongoDb With Python- Aggregate Functions($group,$sum,$avg,$project)- Data Science",2020-09-15T04:57:26Z,9/15/2020,04:57:26Z,13046,255,19,Sep,KrishNaik
884,Step By Step Path Of Transition From Data Analyst To Data Scientist,2020-09-14T14:00:11Z,9/14/2020,14:00:11Z,8807,402,19,Sep,KrishNaik
885,VGGNET Architecture In-depth Discussion Along With Code -Deep Learning Advanced CNN,2020-09-12T14:30:14Z,9/12/2020,14:30:14Z,42134,985,100,Sep,KrishNaik
886,Step By Step Path To Become A Data Analyst in 2020,2020-09-12T13:45:12Z,9/12/2020,13:45:12Z,56909,2259,126,Sep,KrishNaik
887,Tutorial 3- MySQL With Python And Data Science Performing CRUD Operations On Table,2020-09-11T15:30:11Z,9/11/2020,15:30:11Z,15174,315,24,Sep,KrishNaik
888,Live- Virtual Interview For Data Scientist By Krish And Sudhanshu,2020-09-11T15:19:38Z,9/11/2020,15:19:38Z,17158,577,65,Sep,KrishNaik
889,Alexnet Architecture In-depth-Discussion Along With Code-Deep Learning Advanced CNN,2020-09-11T14:30:13Z,9/11/2020,14:30:13Z,27507,593,41,Sep,KrishNaik
890,Tutorial 2- MySQL With Python And Data Science- Installing MySQL DB Connector And Creating Databases,2020-09-10T14:15:11Z,9/10/2020,14:15:11Z,18610,409,18,Sep,KrishNaik
891,Live- How To Create Deep Learning Model Using Tensorflow JS,2020-09-09T16:37:54Z,9/9/2020,16:37:54Z,6335,179,8,Sep,KrishNaik
892,Tutorial 1- MySQL With Python And Data Science- MySQL Installation Steps,2020-09-09T13:23:43Z,9/9/2020,13:23:43Z,98951,1547,62,Sep,KrishNaik
893,Why Domain Knowledge Is Important In Data Science?,2020-09-07T14:00:12Z,9/7/2020,14:00:12Z,11406,582,76,Sep,KrishNaik
894,How To Train Deep Learning Models In Google Colab- Must For Everyone,2020-09-06T14:15:12Z,9/6/2020,14:15:12Z,211006,4117,328,Sep,KrishNaik
895,Live - Data Science Q&A And Upcoming Videos Plan,2020-09-05T15:07:24Z,9/5/2020,15:07:24Z,3136,229,9,Sep,KrishNaik
896,Machine Learning And Deep Learning Model Deployment Architecture Using TF Lite In Mobile,2020-09-05T13:27:57Z,9/5/2020,13:27:57Z,10569,315,24,Sep,KrishNaik
897,Special Thanks To Youtube - Happy Teacher's Day Youtube,2020-09-05T08:28:42Z,9/5/2020,08:28:42Z,2881,301,103,Sep,KrishNaik
898,Machine Learning And Deep Learning Model Deployment Architecture Using API's,2020-09-05T05:44:41Z,9/5/2020,05:44:41Z,30206,871,58,Sep,KrishNaik
899,Live- Virtual Interview Session For Data Science- Session 8,2020-09-04T15:18:19Z,9/4/2020,15:18:19Z,11843,428,12,Sep,KrishNaik
900,Live -Transformers Indepth Architecture Understanding- Attention Is All You Need,2020-09-03T15:30:44Z,9/3/2020,15:30:44Z,87638,2101,141,Sep,KrishNaik
901,Data Science Is Just Not About Model Building,2020-09-03T11:53:36Z,9/3/2020,11:53:36Z,12599,596,64,Sep,KrishNaik
902,Live -End To End Docker Implementation Of Data  Science Projects,2020-09-02T16:14:24Z,9/2/2020,16:14:24Z,7626,297,9,Sep,KrishNaik
903,Debugging Server Side Application Using Python In Pycharm,2020-09-01T16:43:08Z,9/1/2020,16:43:08Z,5910,197,7,Sep,KrishNaik
904,Live Virtual Interview Of Experienced For Data Scientist,2020-09-01T14:59:41Z,9/1/2020,14:59:41Z,50965,1288,96,Sep,KrishNaik
905,"Tutorial 7-Build,Train,Deploy Machine Learning Model AWS SageMaker- Predicting Test Data Endpoints",2020-08-31T06:03:49Z,8/31/2020,06:03:49Z,24189,428,92,Aug,KrishNaik
906,Live- Conversation With Data Structure And Algorithms Mentor For Free Community Session,2020-08-30T16:23:00Z,8/30/2020,16:23:00Z,9622,382,39,Aug,KrishNaik
907,"Tutorial 6-Build,Train,Deploy Machine Learning Model AWS SageMaker- Deployment Of Xgboost ML Model",2020-08-30T09:45:04Z,8/30/2020,09:45:04Z,23066,420,14,Aug,KrishNaik
908,"Tutorial 5-Build,Train, Deploy Machine Learning Model In AWS SageMaker-Training Xgboost ML ALgo",2020-08-30T04:48:52Z,8/30/2020,04:48:52Z,27852,453,62,Aug,KrishNaik
909,Live-How To Prepare Resume For Data Scientist As A Fresher,2020-08-29T16:20:49Z,8/29/2020,16:20:49Z,51624,2472,69,Aug,KrishNaik
910,"Tutorial 4-Build,Train, Deploy Machine Learning Model In AWS SageMaker- Uploading Files In S3 Bucket",2020-08-29T12:18:00Z,8/29/2020,12:18:00Z,33283,521,65,Aug,KrishNaik
911,"Tutorial 3-Build,Train, Deploy Machine Learning Model In AWS SageMaker- Creating S3 Buckets",2020-08-29T09:00:31Z,8/29/2020,09:00:31Z,42748,715,88,Aug,KrishNaik
912,"Tutorial 2-Build,Train, Deploy Machine Learning Model In AWS SageMaker- Creating Notebook Instance",2020-08-29T04:43:07Z,8/29/2020,04:43:07Z,60251,1076,60,Aug,KrishNaik
913,Live -Virtual Interview Of Fresher For Data Science - Session 6,2020-08-28T16:25:28Z,8/28/2020,16:25:28Z,24073,702,52,Aug,KrishNaik
914,Live- Exploring Nvidia RAPIDS- Open GPU Data Science,2020-08-27T15:46:22Z,8/27/2020,15:46:22Z,7156,324,13,Aug,KrishNaik
915,"Live- Attention Models, Transformers  In depth Intuition Deep Learning- Part 2",2020-08-26T17:18:56Z,8/26/2020,17:18:56Z,27991,967,56,Aug,KrishNaik
916,AWS SageMaker For ML And DL Tutorial Playlist- What Will We Learn In This Playlist?,2020-08-26T13:30:12Z,8/26/2020,13:30:12Z,71744,1642,65,Aug,KrishNaik
917,Live Community Sessions Announcements- Covering All Technology Stack,2020-08-25T17:00:01Z,8/25/2020,17:00:01Z,13789,756,76,Aug,KrishNaik
918,Silhouette (clustering)- Validating Clustering Models- Unsupervised Machine Learning,2020-08-25T13:45:11Z,8/25/2020,13:45:11Z,47539,1204,63,Aug,KrishNaik
919,"Live Session- Encoder Decoder,Attention Models, Transformers, Bert Part 1",2020-08-24T17:02:49Z,8/24/2020,17:02:49Z,53626,1495,64,Aug,KrishNaik
920,Pytorch Tutorial 6- How To Run Pytorch Code In GPU Using CUDA Library,2020-08-24T12:58:06Z,8/24/2020,12:58:06Z,34873,418,16,Aug,KrishNaik
921,Live - Successful Transition Story Of SAP Consultant To Data Scientist,2020-08-23T16:07:44Z,8/23/2020,16:07:44Z,21673,772,70,Aug,KrishNaik
922,Live Project-Cotton Disease Prediction Deep Learning Live Project Implementation,2020-08-22T15:33:44Z,8/22/2020,15:33:44Z,81355,1913,124,Aug,KrishNaik
923,Live Virtual Interview For Data Science Fresher By Krish And Sudhanshu,2020-08-21T16:10:39Z,8/21/2020,16:10:39Z,99977,2584,164,Aug,KrishNaik
924,Live-Best Practices For Data Science Project Development|Session By Chief Technology Officer-Ineuron,2020-08-20T15:09:11Z,8/20/2020,15:09:11Z,8478,277,25,Aug,KrishNaik
925,Finally Built My Deep Learning And Gaming Workstation With Nvidia Titan RTX GPU 🔥🔥🔥🔥🔥- It's A Beast🔥,2020-08-20T05:01:24Z,8/20/2020,05:01:24Z,29046,813,119,Aug,KrishNaik
926,Live Session- Understanding Attention Models Architecture And Maths Intuition- Deep Learning,2020-08-19T15:52:34Z,8/19/2020,15:52:34Z,40366,1152,53,Aug,KrishNaik
927,Live Virtual Interview For Data Science- Background Applied Geology From IIT Kharagpur,2020-08-18T16:23:06Z,8/18/2020,16:23:06Z,32833,909,45,Aug,KrishNaik
928,Live Project Developing AI Advertisement Platform Using Deep Learning,2020-08-17T15:24:34Z,8/17/2020,15:24:34Z,8497,288,19,Aug,KrishNaik
929,Announcement For Give Away For Women Data Science Aspirants - Promoting Data Science,2020-08-16T16:39:56Z,8/16/2020,16:39:56Z,6511,188,28,Aug,KrishNaik
930,Live Q&A Data Science By Krish And Sudhanshu- Give Away For Women To Promote AI,2020-08-16T16:23:03Z,8/16/2020,16:23:03Z,10952,377,8,Aug,KrishNaik
931,Live Virtual Interview For Data Science From Teaching Assistant To Data Scientist,2020-08-14T16:18:00Z,8/14/2020,16:18:00Z,19462,647,25,Aug,KrishNaik
932,Live Project- Web Application - Loan Default Prediction- Masters Thesis,2020-08-13T15:37:16Z,8/13/2020,15:37:16Z,22473,600,23,Aug,KrishNaik
933,Live Interview Of Lakshay For Data Science- Commerce And Statistics Background,2020-08-12T15:52:47Z,8/12/2020,15:52:47Z,23495,639,39,Aug,KrishNaik
934,Nvidia Titan RTX Unboxing And Specs And Comparison- Deep Learning,2020-08-11T08:03:53Z,8/11/2020,08:03:53Z,12287,423,99,Aug,KrishNaik
935,Live Data Science Q&A With Krish And Sudhanshu- Give Away ML for Deployment+Internships For Women,2020-08-09T16:19:39Z,8/9/2020,16:19:39Z,11253,475,39,Aug,KrishNaik
936,Live Virtual Nervous Interview Of Mechanical Engineer For Data Science,2020-08-07T16:14:28Z,8/7/2020,16:14:28Z,26695,435,63,Aug,KrishNaik
937,Live- Discussion On Cross Validation Techniques And Selection of Machine Learning Algorithms,2020-08-06T15:59:47Z,8/6/2020,15:59:47Z,9244,445,13,Aug,KrishNaik
938,Live Transition Story Of Civil Engineer To Data Scientist With 2 Years Gap,2020-08-05T17:00:35Z,8/5/2020,17:00:35Z,20202,748,42,Aug,KrishNaik
939,Problems With Encoders And Decoders- Indepth Intuition,2020-08-05T04:33:15Z,8/5/2020,04:33:15Z,24440,485,18,Aug,KrishNaik
940,Step By Step Playlist To Follow To Learn Data Science Through My Channel - Part 2,2020-08-04T16:10:41Z,8/4/2020,16:10:41Z,30861,1196,88,Aug,KrishNaik
941,Live Virtual Interview For Data Science By Krish And Sudhanshu,2020-08-04T15:19:45Z,8/4/2020,15:19:45Z,31706,858,53,Aug,KrishNaik
942,Step By Step Playlist To Follow To Learn Data Science Through My Channel Part 1- Must for Everyone,2020-08-03T14:00:13Z,8/3/2020,14:00:13Z,127694,5488,299,Aug,KrishNaik
943,Live Discussion On Outlier And Its Impacts On Machine Learning UseCases,2020-08-02T16:07:35Z,8/2/2020,16:07:35Z,44018,1843,72,Aug,KrishNaik
944,Live Discussion On Handling Imbalanced Dataset- Machine Learning,2020-08-01T16:03:37Z,8/1/2020,16:03:37Z,65536,2508,88,Aug,KrishNaik
945,Live Virtual Interview For Internship For College Student By Krish And Sudhanshu,2020-07-31T16:16:54Z,7/31/2020,16:16:54Z,46230,1366,104,Jul,KrishNaik
946,Pytorch Tutorial 5-Live- Kaggle Advance House Price Prediction Using Pytorch Deep Learning,2020-07-30T16:25:46Z,7/30/2020,16:25:46Z,14924,474,24,Jul,KrishNaik
947,Live Virtual Interview For Data Science By Krish And Sudhanshu Part 2,2020-07-28T16:34:48Z,7/28/2020,16:34:48Z,32830,939,185,Jul,KrishNaik
948,Live In-depth Discussion Of PyCaret Automated Machine Learning Library Part 2,2020-07-27T16:06:41Z,7/27/2020,16:06:41Z,5294,241,10,Jul,KrishNaik
949,Live In-depth Discussion Of PyCaret Automated Machine Learning Library,2020-07-26T16:00:35Z,7/26/2020,16:00:35Z,12862,461,24,Jul,KrishNaik
950,Hyperparameter Tuning Techniques Genetic Algorithms And Optuna Data Science Machine Learning- Part 2,2020-07-25T15:50:05Z,7/25/2020,15:50:05Z,14652,555,21,Jul,KrishNaik
951,Live- Data Science Virtual Interview By Krish And Sudhanshu-Part 1,2020-07-24T14:42:06Z,7/24/2020,14:42:06Z,89187,1765,155,Jul,KrishNaik
952,Live-Discussing All Hyperparameter Tuning Techniques Data Science Machine Learning,2020-07-23T16:29:11Z,7/23/2020,16:29:11Z,59920,1881,61,Jul,KrishNaik
953,Live Q&A Data Science With Sudhanshu Kumar Part 2,2020-07-22T16:18:27Z,7/22/2020,16:18:27Z,10394,396,24,Jul,KrishNaik
954,Live-Charity Stream To Help Bihar And Assam Floods- My Special Journey To 200k subscribers,2020-07-21T15:50:54Z,7/21/2020,15:50:54Z,6662,490,23,Jul,KrishNaik
955,Live-Features Selection-Various Techniques To Select Features  Day 7,2020-07-20T16:11:03Z,7/20/2020,16:11:03Z,47641,1391,65,Jul,KrishNaik
956,Pytorch Tutorial 4- Solving Kaggle Pima Diabetes Prediction Using ANN With PyTorch Library,2020-07-20T05:00:15Z,7/20/2020,05:00:15Z,17792,504,44,Jul,KrishNaik
957,Live-Feature Engineering-All Standardization And Transformation Techniques- Day 6,2020-07-19T15:56:29Z,7/19/2020,15:56:29Z,42800,1408,51,Jul,KrishNaik
958,Live-Feature Engineering- Forecasting Time Series Using Facebook Fbprophet-Day 5,2020-07-18T16:14:00Z,7/18/2020,16:14:00Z,19497,495,35,Jul,KrishNaik
959,Summary Live Streaming-Feature Engineering- Probability Ratio Encoding- Handling Categorical Feature,2020-07-18T07:18:34Z,7/18/2020,07:18:34Z,17534,430,20,Jul,KrishNaik
960,Summary Live Q&A-Sudhanshu Journey On Data Science,2020-07-17T15:00:34Z,7/17/2020,15:00:34Z,10108,504,46,Jul,KrishNaik
961,Pytorch TutoriaL 3-How To Perform BackPropogation Using Pytorch,2020-07-17T08:05:40Z,7/17/2020,08:05:40Z,10676,240,28,Jul,KrishNaik
962,Live-Feature Engineering-All Techniques To Handle Categorical Features - Day 4,2020-07-16T15:06:48Z,7/16/2020,15:06:48Z,42394,1327,65,Jul,KrishNaik
963,Live-Feature Engineering-All Techniques To Handle Missing Values- Day 3,2020-07-15T15:31:20Z,7/15/2020,15:31:20Z,53915,1492,49,Jul,KrishNaik
964,Live-Feature Engineering-All Techniques To Handle Missing Values- Day 2,2020-07-14T15:33:29Z,7/14/2020,15:33:29Z,57054,1745,83,Jul,KrishNaik
965,Pytorch Tutorial 2-Understanding Of Tensors Using Pytorch,2020-07-14T10:06:31Z,7/14/2020,10:06:31Z,17265,371,31,Jul,KrishNaik
966,Live-Feature Engineering-All Techniques To Handle Missing Values- Day 1,2020-07-13T14:59:24Z,7/13/2020,14:59:24Z,106654,3386,123,Jul,KrishNaik
967,Live Unboxing MSI Laptop For Machine Learning And Deep Learning,2020-07-12T14:30:25Z,7/12/2020,14:30:25Z,18759,342,74,Jul,KrishNaik
968,Pytorch Tutorial 1-Pytorch Installation For Deep Learning,2020-07-12T13:20:32Z,7/12/2020,13:20:32Z,42172,692,50,Jul,KrishNaik
969,Live Discussion Of Roles And Responsibilities In Data Science Project- Further Announcements,2020-07-11T15:26:53Z,7/11/2020,15:26:53Z,5907,418,15,Jul,KrishNaik
970,Live- How To Approach Interviews For Data Science,2020-07-10T14:48:35Z,7/10/2020,14:48:35Z,8465,612,18,Jul,KrishNaik
971,Live- Implementation Of Malaria Disease Using Deep Learning End To End Projects With Deployment,2020-07-09T15:44:21Z,7/9/2020,15:44:21Z,54786,1371,121,Jul,KrishNaik
972,Live Summary- Memory Profiler In Python- How To Effectively Check Your Code Quality With Memory,2020-07-08T15:59:07Z,7/8/2020,15:59:07Z,11457,235,26,Jul,KrishNaik
973,Live- Implementation Of 7 HealthCare End To End Projects With Deployment,2020-07-08T14:39:45Z,7/8/2020,14:39:45Z,69089,1726,29,Jul,KrishNaik
974,Summary Recap Of Live Implementation Of Movie Recommendation With Deployment Using Heroku,2020-07-07T14:52:52Z,7/7/2020,14:52:52Z,25128,675,51,Jul,KrishNaik
975,Summary Of Live- Implementation Of Flight Fare Prediction Web App Project With Deployment,2020-07-07T05:09:03Z,7/7/2020,05:09:03Z,10763,341,23,Jul,KrishNaik
976,Live Implementation Of Movie Recommendation With Deployment Using Heroku,2020-07-06T14:42:58Z,7/6/2020,14:42:58Z,102462,3308,115,Jul,KrishNaik
977,Live- Implementation Of Flight Fare Prediction Web App Project With Deployment,2020-07-05T15:51:30Z,7/5/2020,15:51:30Z,168541,5572,216,Jul,KrishNaik
978,Live- Implementation of Cricket Score Prediction App With Deployment For IPL(Sport Analytics),2020-07-04T14:08:38Z,7/4/2020,14:08:38Z,56694,2324,95,Jul,KrishNaik
979,Summary of Live Discussion- Career Guidance For Freshers And Experienced In Data Science,2020-07-04T04:02:00Z,7/4/2020,04:02:00Z,2860,200,23,Jul,KrishNaik
